Taxon	WTN.F	dbS.F	dbN.F	WTS.F	dbN.O	dbS.B	dbN.B	WTS.B	WTS.L	WTN.L	WTN.O	WTS.O	dbS.O	dbS.L	WTN.B	dbN.L
k__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__Lineage_IIb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0
k__Bacteria;p__Entotheonellaeota;c__Entotheonellia;o__Entotheonellales	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	6.0	0.0	0.0	0.0	33.0	0.0	88.0
k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__BRH-c20a;o__BRH-c20a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;__	612.0	8712.0	3528.0	456.0	50.0	12116.0	10181.0	4411.0	182.0	218.0	173.0	135.0	471.0	447.0	282.0	280.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales	15.0	8.0	5.0	12.0	1.0	14.0	26.0	3.0	98.0	0.0	6.0	0.0	0.0	18.0	9.0	11.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	23.0	0.0	39.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	666.0	937.0	422.0	342.0	25.0	33.0	110.0	52.0	270.0	272.0	225.0	123.0	1272.0	1194.0	145.0	2692.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales	648.0	857.0	270.0	441.0	16.0	0.0	0.0	5.0	0.0	0.0	256.0	119.0	883.0	0.0	139.0	5.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	243.0	376.0	333.0	466.0	50.0	1139.0	486.0	1402.0	818.0	407.0	139.0	68.0	96.0	541.0	4511.0	787.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	6368.0	22025.0	28114.0	4492.0	74893.0	24744.0	20778.0	16567.0	22089.0	12534.0	49504.0	34317.0	60903.0	23821.0	5391.0	5388.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales	38.0	41.0	6.0	19.0	14.0	5.0	2.0	0.0	0.0	1.0	21.0	13.0	44.0	131.0	6.0	208.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39	148.0	36.0	39.0	24.0	3.0	157.0	0.0	4.0	20.0	6.0	15.0	2.0	3.0	22.0	63.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales	775.0	3037.0	1355.0	152.0	174.0	269.0	618.0	135.0	1203.0	1489.0	619.0	486.0	401.0	351.0	354.0	170.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermicanales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	43.0	0.0	83.0
k__Bacteria;p__Firmicutes;c__Clostridia;__	20.0	10.0	23.0	24.0	5.0	8.0	9.0	4.0	70.0	12.0	2.0	6.0	0.0	19.0	34.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__	10.0	0.0	1.0	3.0	2.0	10.0	0.0	17.0	0.0	0.0	3.0	0.0	0.0	0.0	28.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Caldicoprobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	31.0	49.0	161.0	38.0	0.0	92.0	5.0	19.0	36.0	37.0	6.0	6.0	23.0	19.0	76.0	13.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia	3.0	1.0	0.0	20.0	0.0	15.0	1.0	29.0	11.0	11.0	0.0	2.0	0.0	0.0	14.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014	2391.0	1019.0	1395.0	5681.0	46.0	295.0	111.0	244.0	361.0	152.0	287.0	119.0	151.0	134.0	899.0	334.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group	182.0	40.0	52.0	75.0	50.0	182.0	213.0	230.0	196.0	120.0	17.0	17.0	13.0	168.0	438.0	52.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	83.0	151.0	224.0	479.0	75.0	3474.0	11366.0	440.0	305.0	365.0	69.0	57.0	79.0	306.0	1530.0	219.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales	1.0	0.0	0.0	0.0	0.0	13.0	0.0	3.0	13.0	2.0	0.0	0.0	0.0	0.0	49.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	19411.0	4223.0	5073.0	15672.0	527.0	16757.0	11006.0	21319.0	10445.0	5243.0	689.0	762.0	819.0	5206.0	16326.0	9669.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales	55.0	56.0	96.0	32.0	2.0	46.0	2.0	11.0	36.0	20.0	9.0	8.0	14.0	7.0	66.0	52.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	7634.0	2944.0	3609.0	7573.0	375.0	5744.0	2494.0	2683.0	4187.0	2884.0	610.0	890.0	555.0	2438.0	4047.0	4339.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales	114.0	36.0	37.0	67.0	2.0	30.0	19.0	54.0	14.0	8.0	5.0	3.0	7.0	12.0	61.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales	183.0	513.0	671.0	199.0	131.0	1729.0	1364.0	325.0	398.0	465.0	160.0	98.0	364.0	1252.0	463.0	471.0
k__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0
k__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Ammonifexales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Desulfotomaculales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	92.0
k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales	0.0	2.0	58.0	0.0	0.0	24.0	0.0	0.0	10.0	22.0	0.0	0.0	0.0	15.0	0.0	70.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales	0.0	39.0	0.0	0.0	6.0	77.0	215.0	14.0	75.0	387.0	0.0	0.0	35.0	107.0	9.0	412.0
k__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	9.0
k__Bacteria;p__Firmicutes;c__Thermoanaerobacteria;o__Thermoanaerobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales	0.0	19.0	0.0	0.0	3.0	35.0	209.0	5.0	8.0	166.0	0.0	0.0	7.0	11.0	18.0	21.0
k__Bacteria;p__GAL15;c__GAL15;o__GAL15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadota;c__AKAU4049;o__AKAU4049	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__BD2-11_terrestrial_group	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	24.0
k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales	0.0	0.0	0.0	0.0	16.0	59.0	66.0	94.0	122.0	131.0	0.0	0.0	0.0	410.0	32.0	1109.0
k__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	5.0	4.0	0.0	0.0	0.0	15.0	0.0	39.0
k__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group;o__S0134_terrestrial_group	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	101.0
k__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
k__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0
k__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales	0.0	0.0	0.0	0.0	0.0	1.0	7.0	12.0	10.0	25.0	0.0	0.0	0.0	46.0	7.0	118.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales	2.0	9.0	0.0	0.0	0.0	12.0	7.0	10.0	11.0	27.0	2.0	0.0	4.0	170.0	8.0	415.0
k__Bacteria;p__Myxococcota;c__Polyangia;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0
k__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	17.0
k__Bacteria;p__Myxococcota;c__Polyangia;o__FFCH16767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0
k__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales	0.0	0.0	0.0	0.0	0.0	5.0	15.0	17.0	39.0	21.0	0.0	0.0	0.0	78.0	8.0	262.0
k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	45.0
k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales	0.0	12.0	0.0	0.0	0.0	5.0	33.0	6.0	19.0	14.0	0.0	2.0	4.0	221.0	1.0	581.0
k__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	36.0	0.0	22.0
k__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25	0.0	0.0	0.0	0.0	3.0	8.0	16.0	10.0	7.0	22.0	0.0	2.0	0.0	15.0	9.0	28.0
k__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales	0.0	10.0	0.0	0.0	7.0	20.0	35.0	33.0	44.0	57.0	0.0	0.0	0.0	128.0	21.0	377.0
k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;__;__	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	1203.0	434.0	677.0	769.0	13.0	62.0	116.0	41.0	10.0	38.0	42.0	11.0	53.0	10.0	35.0	20.0
k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Proteobacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__	0.0	8.0	0.0	0.0	0.0	0.0	14.0	1.0	4.0	0.0	0.0	0.0	6.0	36.0	0.0	89.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	62.0	4.0	0.0	5.0	0.0	0.0	0.0	16.0	0.0	53.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales	0.0	138.0	2.0	8.0	0.0	3.0	5.0	5.0	5.0	306.0	2.0	0.0	91.0	35.0	2.0	104.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales	0.0	5.0	0.0	0.0	0.0	1.0	5.0	26.0	4.0	3.0	0.0	0.0	0.0	480.0	1.0	1131.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	13.0	292.0	2.0	55.0	21.0	3.0	48.0	26.0	327.0	75.0	11.0	22.0	88.0	82.0	47.0	214.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales	0.0	0.0	0.0	0.0	3.0	7.0	16.0	7.0	1.0	4.0	0.0	0.0	0.0	18.0	0.0	31.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	23.0	0.0	54.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales	0.0	0.0	0.0	0.0	6.0	14.0	21.0	39.0	19.0	22.0	0.0	0.0	0.0	51.0	6.0	96.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales	0.0	0.0	0.0	0.0	0.0	0.0	25.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales	0.0	0.0	0.0	0.0	0.0	13.0	7.0	34.0	27.0	30.0	0.0	0.0	0.0	8.0	7.0	68.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales	0.0	0.0	0.0	0.0	4.0	10.0	10.0	8.0	16.0	12.0	0.0	0.0	0.0	38.0	4.0	79.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	19.0	150.0	21.0	55.0	85.0	104.0	108.0	271.0	233.0	239.0	90.0	108.0	134.0	1043.0	72.0	2267.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	15.0	116.0	107.0	20.0	7.0	85.0	297.0	28.0	122.0	41.0	7.0	7.0	49.0	217.0	45.0	297.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	2.0	14.0	2.0	52.0	0.0	20.0	6.0	43.0	28.0	28.0	6.0	3.0	2.0	38.0	153.0	63.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	4.0	13.0	0.0	0.0	64.0	23.0	20.0	13.0	458.0	1171.0	70.0	30.0	21.0	354.0	27.0	789.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	33.0	175.0	9.0	62.0	280.0	198.0	388.0	100.0	200.0	307.0	218.0	26.0	126.0	527.0	105.0	989.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	492.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0	2.0	0.0	0.0	2.0	6.0	0.0	4.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__211ds20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	0.0	13.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.0	0.0	41.0	1.0	1.0	0.0	52.0	0.0	0.0	33.0	8.0	5.0	0.0	3.0	7.0	3.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	278.0	664.0	238.0	1528.0	1117.0	375.0	534.0	525.0	8138.0	18616.0	5363.0	3722.0	1379.0	13013.0	1336.0	9115.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	28.0	0.0	64.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCM19a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	4.0	10.0	0.0	4.0	0.0	0.0	4.0	18.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	7.0	0.0	5.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales	0.0	0.0	0.0	0.0	0.0	7.0	5.0	5.0	3.0	6.0	0.0	0.0	0.0	1.0	0.0	2.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	60.0	88.0	688.0	66.0	209.0	513.0	389.0	162.0	1438.0	1258.0	55.0	36.0	57.0	1319.0	225.0	2326.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis	0.0	0.0	1.0	1.0	0.0	4.0	10.0	2.0	3.0	3.0	1.0	3.0	0.0	19.0	3.0	81.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JG36-TzT-191	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KF-JG30-C25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	18.0	0.0	0.0	0.0	0.0	4.0	9.0	2.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	4.0	2.0	4.0	1.0	0.0	0.0	63.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PLTA13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	20.0	0.0	63.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	68.0	129.0	114.0	16.0	625.0	114.0	586.0	26.0	109.0	722.0	140.0	292.0	5155.0	9158.0	56.0	140.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	518.0	1296.0	558.0	1249.0	2109.0	645.0	467.0	872.0	1726.0	15670.0	3460.0	2710.0	2585.0	2167.0	447.0	2463.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales	0.0	0.0	1.0	0.0	3.0	2.0	11.0	11.0	0.0	7.0	2.0	0.0	0.0	6.0	0.0	5.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	22.0	7.0	0.0	0.0	0.0	131.0	16.0	376.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	10.0	10.0	4.0	0.0	1.0	0.0	0.0	0.0	44.0	20.0	0.0	2.0	10.0	15.0	6.0	45.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WD260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	174.0	9.0	6.0	75.0	68.0	454.0	92.0	304.0	231.0	4.0	24.0	82.0	204.0	43.0	1301.0
